606,Strażnicy Galaktyki,Guardians of the Galaxy,http://www.filmweb.pl/film/Stra%C5%BCnicy+Galaktyki-2014-594357,2014,76,69753,25961,0000001222,357306,82,Guardians of the Galaxy,2014
607,Angielska robota,The Bank Job,http://www.filmweb.pl/film/Angielska+robota-2008-402798,2008,75,70061,63708,0000013300,137568,73,The Bank Job,2008
608,Słodki listopad,Sweet November,http://www.filmweb.pl/film/S%C5%82odki+listopad-2001-9913,2001,74,70337,61633,0000012101,61480,66,Sweet November,2001
609,Drużyna A,The A-Team,http://www.filmweb.pl/film/Dru%C5%BCyna+A-2010-190290,2010,70,70364,63199,0000012200,183814,68,The A-Team,2010
610,Nostalgia anioła,The Lovely Bones,http://www.filmweb.pl/film/Nostalgia+anio%C5%82a-2009-200209,2009,71,69727,68639,0000012100,109105,67,The Lovely Bones,2009
611,Gwiazd naszych wina,The Fault in Our Stars,http://www.filmweb.pl/film/Gwiazd+naszych+wina-2014-681825,2014,79,71455,66100,0000001222,148218,80,The Fault in Our Stars,2014
612,Zniewolony. 12 Years a Slave,12 Years a Slave,http://www.filmweb.pl/film/Zniewolony.+12+Years+a+Slave-2013-632419,2013,74,69588,256,0000001321,289050,82,12 Years a Slave,2013
613,Strzelec,Shooter,http://www.filmweb.pl/Strzelec,2007,75,69747,57636,0000013210,217792,72,Shooter,2007
614,Bogowie ulicy,End of Watch,http://www.filmweb.pl/film/Bogowie+ulicy-2012-624792,2012,78,68380,20506,0000002311,150240,77,End of Watch,2012
615,"Wszystko, co kocham",,http://www.filmweb.pl/film/Wszystko%2C+co+kocham-2009-498675,2009,71,69910,79763,0000013200,1049,69,"Wszystko, co kocham",2009
616,Wolverine,The Wolverine,http://www.filmweb.pl/film/Wolverine-2013-515048,2013,66,69226,72788,0000022100,251819,67,The Wolverine,2013
617,Looper - Pętla czasu,Looper,http://www.filmweb.pl/film/Looper+-+P%C4%99tla+czasu-2012-569908,2012,66,70024,39895,0000012310,352128,75,Looper,2012
618,"Och, Karol 2",,http://www.filmweb.pl/film/Och%2C+Karol+2-2011-573372,2011,50,69990,47543,1111110000,411,43,"Och, Karol 2",2011
619,Urodzeni mordercy,Natural Born Killers,http://www.filmweb.pl/Urodzeni.Mordercy,1994,77,69241,45654,0000012211,149091,73,Natural Born Killers,1994
620,Spirited Away: W krainie Bogów,Sen to Chihiro no Kamikakushi,http://www.filmweb.pl/Spirited.Away,2001,80,69516,56654,0000000223,317453,86,Sen to Chihiro no Kamikakushi,2001
621,Toy Story 2,,http://www.filmweb.pl/film/Toy+Story+2-1999-831,1999,72,68654,74511,0000001311,308980,79,Toy Story 2,1999
622,Zła kobieta,Bad Teacher,http://www.filmweb.pl/film/Z%C5%82a+kobieta-2011-520943,2011,60,69390,6406,0000121000,137414,57,Bad Teacher,2011
623,Hitman,,http://www.filmweb.pl/Hitman,2007,67,69224,28135,0000122100,119137,63,Hitman,2007
624,Polowanie na druhny,Wedding Crashers,http://www.filmweb.pl/Polowanie.Na.Druhny,2005,66,68834,78339,0000012210,243829,70,Wedding Crashers,2005
625,Życie za życie,The Life of David Gale,http://www.filmweb.pl/Zycie.Za.Zycie,2003,78,68181,68325,0000002311,76389,75,The Life of David Gale,2003
626,Oszukać przeznaczenie 3,Final Destination 3,http://www.filmweb.pl/3.Oszukac.Przeznaczenie,2006,61,68463,22281,0000121000,87070,58,Final Destination 3,2006
627,Idy marcowe,The Ides of March,http://www.filmweb.pl/film/Idy+marcowe-2011-530029,2011,71,68822,67474,0000013200,169579,72,The Ides of March,2011
628,Niezgodna,Divergent,http://www.filmweb.pl/film/Niezgodna-2014-629764,2014,72,67452,17792,0000012111,205140,69,Divergent,2014
629,Merida Waleczna,Brave,http://www.filmweb.pl/film/Merida+Waleczna-2012-483796,2012,71,68169,9716,0000013211,204943,72,Brave,2012
630,Pogromcy duchów,Ghost Busters,http://www.filmweb.pl/film/Pogromcy+duch%C3%B3w-1984-12068,1984,70,68636,24689,0000002311,219895,78,Ghost Busters,1984
631,Trzy metry nad niebem,Tres metros sobre el cielo,http://www.filmweb.pl/film/Trzy+metry+nad+niebem-2010-571889,2010,75,68512,74777,0000001113,11733,72,Tres metros sobre el cielo,2010
632,Życie Carlita,Carlito's Way,http://www.filmweb.pl/Zycie.Carlita,1993,80,68483,11157,0000002311,144431,79,Carlito's Way,1993
633,Fighter,The Fighter,http://www.filmweb.pl/film/Fighter-2010-420435,2010,77,68458,66142,0000002321,228467,79,The Fighter,2010
634,Madagaskar 3,Madagascar 3: Europe's Most Wanted,http://www.filmweb.pl/film/Madagaskar+3-2012-494685,2012,70,67754,40950,0000012201,94207,70,Madagascar 3: Europe's Most Wanted,2012
635,Obcy: Przebudzenie,Alien: Resurrection,http://www.filmweb.pl/film/Obcy%3A+Przebudzenie-1997-134,1997,72,67738,3502,0000122100,139809,63,Alien: Resurrection,1997
636,Zakochany Szekspir,Shakespeare in Love,http://www.filmweb.pl/film/Zakochany+Szekspir-1998-205,1998,70,68064,57139,0000012211,153076,72,Shakespeare in Love,1998
637,Był sobie chłopiec,About a Boy,http://www.filmweb.pl/film/By%C5%82+sobie+ch%C5%82opiec-2002-32365,2002,72,67837,2483,0000013210,129515,71,About a Boy,2002
638,Underworld: Bunt Lykanów,Underworld: Rise of the Lycans,http://www.filmweb.pl/film/Underworld%3A+Bunt+Lykan%C3%B3w-2009-295316,2009,72,67537,76159,0000022100,99851,66,Underworld: Rise of the Lycans,2009
639,Źródło,The Fountain,http://www.filmweb.pl/Zrodlo,2006,74,67735,66342,0000011212,168984,74,The Fountain,2006
640,Evan Wszechmogący,Evan Almighty,http://www.filmweb.pl/Evan.Wszechmogacy,2007,59,67175,20971,0001221000,102483,54,Evan Almighty,2007
641,Cienka czerwona linia,The Thin Red Line,http://www.filmweb.pl/film/Cienka+czerwona+linia-1998-28,1998,76,67538,71907,0000001211,122475,76,The Thin Red Line,1998
642,Wielki Mike. The Blind Side,The Blind Side,http://www.filmweb.pl/film/Wielki+Mike.+The+Blind+Side-2009-394398,2009,79,68082,64143,0000002311,179046,77,The Blind Side,2009
643,Tato,,http://www.filmweb.pl/Tato,1995,76,67721,62389,0000012210,629,71,Tato,1995
644,Blues Brothers,The Blues Brothers,http://www.filmweb.pl/Blues.Brothers,1980,76,67270,64190,0000001212,122830,80,The Blues Brothers,1980
645,Wodny świat,Waterworld,http://www.filmweb.pl/film/Wodny+%C5%9Bwiat-1995-11752,1995,68,67645,78219,0000122100,123914,61,Waterworld,1995
646,Akademia Policyjna,Police Academy,http://www.filmweb.pl/Akademia.Policyjna,1984,68,66992,50954,0000122100,74743,66,Police Academy,1984
647,9 kompania,9 rota,http://www.filmweb.pl/9.Kompania,2005,78,67152,990,0000012211,14894,72,9 rota,2005
648,Mała Miss,Little Miss Sunshine,http://www.filmweb.pl/Mala.Miss,2006,71,67450,39492,0000001321,302723,79,Little Miss Sunshine,2006
649,Incredible Hulk,The Incredible Hulk,http://www.filmweb.pl/film/Incredible+Hulk-2008-261650,2008,66,66653,67525,0000013200,270878,69,The Incredible Hulk,2008
650,"Goście, goście",Les Visiteurs,http://www.filmweb.pl/film/Go%C5%9Bcie%2C+go%C5%9Bcie-1993-5911,1993,70,67138,38871,0000012111,20152,70,Les visiteurs,1993
651,Mój przyjaciel Hachiko,Hachi: A Dog's Tale,http://www.filmweb.pl/film/M%C3%B3j+przyjaciel+Hachiko-2009-449935,2009,81,66327,26338,0000001223,99754,82,Hachi: A Dog's Tale,2009
652,Les Miserables Nędznicy,Les Misérables,http://www.filmweb.pl/film/Les+Miserables+N%C4%99dznicy-2012-599595,2012,74,65864,38515,0000001212,203220,77,Les Misérables,2012
653,Mumia powraca,The Mummy Returns,http://www.filmweb.pl/film/Mumia+powraca-2001-30587,2001,68,66182,69291,0000122100,217451,63,The Mummy Returns,2001
654,Taxi 2,,http://www.filmweb.pl/film/Taxi+2-2000-10069,2000,70,65894,62413,0000122100,35577,64,Taxi 2,2000
655,Coś,The Thing,http://www.filmweb.pl/film/Co%C5%9B-1982-4713,1982,75,65890,71908,0000001222,209800,82,The Thing,1982
656,Grease,,http://www.filmweb.pl/film/Grease-1978-5933,1978,75,65628,25733,0000012211,137358,72,Grease,1978
657,"Przyczajony tygrys, ukryty smok",Wo hu cang long,http://www.filmweb.pl/film/Przyczajony+tygrys%2C+ukryty+smok-2000-1394,2000,69,65840,79487,0000001222,197225,79,Wo hu cang long,2000
658,"X-Men: Przeszłość, która nadejdzie",X-Men: Days of Future Past,http://www.filmweb.pl/film/X-Men%3A+Przesz%C5%82o%C5%9B%C4%87%2C+kt%C3%B3ra+nadejdzie-2014-630808,2014,76,63593,79832,0000001222,325608,81,X-Men: Days of Future Past,2014
659,Człowiek ringu,Cinderella Man,http://www.filmweb.pl/Czlowiek.Ringu,2005,77,65849,12689,0000001321,132918,80,Cinderella Man,2005
660,Kwiat pustyni,Desert Flower,http://www.filmweb.pl/film/Kwiat+pustyni-2009-495616,2009,77,65685,16786,0000012211,7206,74,Desert Flower,2009
661,Ptaki,The Birds,http://www.filmweb.pl/Ptaki,1963,75,65419,64055,0000002311,108621,78,The Birds,1963
662,"Nie kłam, kochanie",,http://www.filmweb.pl/Nie.Klam.Kochanie,2008,53,65741,46169,0011210000,410,47,"Nie klam, kochanie",2008
663,Tron: Dziedzictwo,TRON: Legacy,http://www.filmweb.pl/film/Tron%3A+Dziedzictwo-2010-487478,2010,67,65138,61910,0000012100,229273,68,TRON: Legacy,2010
664,Co się zdarzyło w Las Vegas,What Happens in Vegas,http://www.filmweb.pl/film/Co+si%C4%99+zdarzy%C5%82o+w+Las+Vegas-2008-437558,2008,69,65100,78544,0000122100,121211,61,What Happens in Vegas,2008
665,Gruby i chudszy,The Nutty Professor,http://www.filmweb.pl/film/Gruby+i+chudszy-1996-5955,1996,60,65770,69590,0001221000,73955,55,The Nutty Professor,1996
666,"X-Men: Przeszłość, która nadejdzie",X-Men: Days of Future Past,http://www.filmweb.pl/film/X-Men%3A+Przesz%C5%82o%C5%9B%C4%87%2C+kt%C3%B3ra+nadejdzie-2014-630808,2014,76,63593,79832,0000001222,325608,81,X-Men: Days of Future Past,2014
667,Książę w Nowym Jorku,Coming to America,http://www.filmweb.pl/film/Ksi%C4%85%C5%BC%C4%99+w+Nowym+Jorku-1988-6916,1988,66,65405,13390,0000013100,100384,69,Coming to America,1988
668,Wpadka,Knocked Up,http://www.filmweb.pl/Wpadka,2007,62,64258,34744,0000012211,261141,71,Knocked Up,2007
669,"Pół żartem, pół serio",Some Like It Hot,http://www.filmweb.pl/film/P%C3%B3%C5%82+%C5%BCartem%2C+p%C3%B3%C5%82+serio-1959-30671,1959,79,64789,59115,0000001222,143889,83,Some Like It Hot,1959
670,Bodyguard,The Bodyguard,http://www.filmweb.pl/film/Bodyguard-1992-4287,1992,72,64590,64202,0000122100,75650,60,The Bodyguard,1992
671,Pod Mocnym Aniołem,,http://www.filmweb.pl/film/Pod+Mocnym+Anio%C5%82em-2014-660451,2014,69,63337,50855,0000013200,705,70,Pod mocnym aniolem,2014
672,Duże dzieci,Grown Ups,http://www.filmweb.pl/film/Du%C5%BCe+dzieci-2010-519227,2010,68,63648,25914,0000122100,148880,60,Grown Ups,2010
673,Chicago,,http://www.filmweb.pl/Chicago,2002,74,63877,12167,0000012211,149604,72,Chicago,2002
674,Surogaci,Surrogates,http://www.filmweb.pl/film/Surogaci-2009-430428,2009,64,63765,61405,0000132100,138733,63,Surrogates,2009
675,Jasminum,,http://www.filmweb.pl/Jasminum,2006,72,63923,32086,0000012211,736,70,Jasminum,2006
677,Ostatni Mohikanin,The Last of the Mohicans,http://www.filmweb.pl/Ostatni.Mohikanin,1992,77,63868,68176,0000001211,96853,78,The Last of the Mohicans,1992
678,Super zioło,How High,http://www.filmweb.pl/film/Super+zio%C5%82o-2001-34273,2001,70,63444,28902,0000111101,36423,62,How High,2001
679,Geneza planety małp,Rise of the Planet of the Apes,http://www.filmweb.pl/film/Geneza+planety+ma%C5%82p-2011-558709,2011,70,63795,54039,0000002310,334888,76,Rise of the Planet of the Apes,2011
680,Duża ryba,Big Fish,http://www.filmweb.pl/Duza.Ryba,2003,77,63250,8037,0000001221,314731,80,Big Fish,2003
681,Ostatni król Szkocji,The Last King of Scotland,http://www.filmweb.pl/Ostatni.Krol.Szkocji,2006,76,63563,68062,0000002410,125743,77,The Last King of Scotland,2006
682,Cztery wesela i pogrzeb,Four Weddings and a Funeral,http://www.filmweb.pl/film/Cztery+wesela+i+pogrzeb-1994-1498,1994,70,62448,23168,0000013210,94388,71,Four Weddings and a Funeral,1994
683,Straszny film 4,Scary Movie 4,http://www.filmweb.pl/4.Straszny.Film,2006,60,63265,56026,0001211000,81915,51,Scary Movie 4,2006
684,I kto to mówi,Look Who's Talking,http://www.filmweb.pl/film/I+kto+to+m%C3%B3wi-1989-6288,1989,69,63552,39860,0000121000,56361,58,Look Who's Talking,1989
685,Rewers,,http://www.filmweb.pl/Rewers,2009,70,63165,53761,0000012210,1200,71,Rewers,2009
686,Negocjator,The Negotiator,http://www.filmweb.pl/Negocjator,1998,75,63249,69419,0000013210,95796,73,The Negotiator,1998
687,Top Gun,,http://www.filmweb.pl/film/Top+Gun-1986-1010,1986,72,63318,74245,0000012101,184769,68,Top Gun,1986
688,Księżna,The Duchess,http://www.filmweb.pl/film/Ksi%C4%99%C5%BCna-2008-458789,2008,75,62640,65735,0000013200,50422,69,The Duchess,2008
689,Pitch Black,,http://www.filmweb.pl/Pitch.Black,2000,74,63237,50569,0000013210,173417,71,Pitch Black,2000
690,Pitch Black,,http://www.filmweb.pl/Pitch.Black,2000,74,63237,50569,0000013210,173417,71,Pitch Black,2000
691,Dziewczyna z perłą,Girl With a Pearl Earring,http://www.filmweb.pl/Dziewczyna.Z.Perla,2003,72,62813,24907,0000013200,53092,70,Girl with a Pearl Earring,2003
692,Powrót Batmana,Batman Returns,http://www.filmweb.pl/Powrot.Batmana,1992,72,63228,6969,0000013200,180649,70,Batman Returns,1992
693,Nietykalni,The Untouchables,http://www.filmweb.pl/Nietykalni,1987,79,62342,72333,0000001321,191623,80,The Untouchables,1987
694,17 Again,,http://www.filmweb.pl/film/17+Again-2009-468294,2009,63,62261,335,0000122100,122018,64,17 Again,2009
695,Ciacho,,http://www.filmweb.pl/film/Ciacho-2010-533535,2010,39,62614,12639,3110000000,529,30,Ciacho,2010
696,Terminator 3: Bunt maszyn,Terminator 3: Rise of the Machines,http://www.filmweb.pl/3.Terminator.Bunt.Maszyn,2003,64,62404,62784,0000122100,248514,64,Terminator 3: Rise of the Machines,2003
697,Volver,,http://www.filmweb.pl/Volver,2006,75,62574,77573,0000002311,67159,76,Volver,2006
698,Listy do Julii,Letters to Juliet,http://www.filmweb.pl/film/Listy+do+Julii-2010-522827,2010,68,61822,38979,0000122101,58102,65,Letters to Juliet,2010
699,Lara Croft Tomb Raider: Kolebka życia,Lara Croft Tomb Raider: The Cradle of Life,http://www.filmweb.pl/Lara.Croft.Tomb.Raider,2003,64,61875,37309,0001221000,87211,55,Lara Croft Tomb Raider: The Cradle of Life,2003
700,Naga broń: Z akt Wydziału Specjalnego,The Naked Gun: From the Files of Police Squad!,http://www.filmweb.pl/film/Naga+bro%C5%84%3A+Z+akt+Wydzia%C5%82u+Specjalnego-1988-30762,1988,72,62286,69371,0000002311,95487,76,The Naked Gun: From the Files of Police Squad!,1988
701,Polowanie na czarownice,Season of the Witch,http://www.filmweb.pl/film/Polowanie+na+czarownice-2011-254274,2011,60,61705,56377,0001221000,66831,54,Season of the Witch,2011
702,Woda dla słoni,Water for Elephants,http://www.filmweb.pl/film/Woda+dla+s%C5%82oni-2011-561957,2011,72,62055,78197,0000012201,84261,70,Water for Elephants,2011
703,Herkules,Hercules,http://www.filmweb.pl/film/Herkules-1997-522,1997,76,61978,27612,0000012211,105046,72,Hercules,1997
704,Bliżej,Closer,http://www.filmweb.pl/Blizej,2004,73,61516,13002,0000012211,152498,73,Closer,2004
705,Dorwać byłą,The Bounty Hunter,http://www.filmweb.pl/film/Dorwa%C4%87+by%C5%82%C4%85-2010-543829,2010,63,61276,64266,0001221000,80171,55,The Bounty Hunter,2010
706,Hannibal. Po drugiej stronie maski,Hannibal Rising,http://www.filmweb.pl/Hannibal.Po.Drugiej.Stronie.Maski,2007,71,61807,26664,0000122100,75025,62,Hannibal Rising,2007
707,Król Lew II: Czas Simby,The Lion King II: Simba's Pride,http://www.filmweb.pl/film/Kr%C3%B3l+Lew+II%3A+Czas+Simby-1998-6880,1998,75,61508,68369,0000122101,33759,64,The Lion King II: Simba's Pride,1998
708,Resident Evil: Zagłada,Resident Evil: Extinction,http://www.filmweb.pl/Resident.Evil.Zaglada,2007,68,61059,53553,0000122100,131238,63,Resident Evil: Extinction,2007
709,Zabójczy numer,Lucky Number Slevin,http://www.filmweb.pl/Zabojczy.Numer,2006,77,61120,40540,0000002311,233714,78,Lucky Number Slevin,2006
710,Zabójczy numer,Lucky Number Slevin,http://www.filmweb.pl/Zabojczy.Numer,2006,77,61120,40540,0000002311,233714,78,Lucky Number Slevin,2006
711,Wejście Smoka,Enter the Dragon,http://www.filmweb.pl/Wejscie.Smoka,1973,76,61109,20612,0000002311,69969,77,Enter the Dragon,1973
712,Bogowie,,http://www.filmweb.pl/film/Bogowie-2014-694378,2014,84,60051,9194,0.00001322,672,81,Bogowie,2014
713,Watchmen. Strażnicy,Watchmen,http://www.filmweb.pl/film/Watchmen.+Stra%C5%BCnicy-2009-317089,2009,72,60921,78185,0000001211,328020,76,Watchmen,2009
714,Kobieta w czerni,The Woman in Black,http://www.filmweb.pl/film/Kobieta+w+czerni-2012-570991,2012,64,61188,72798,0000122100,114865,65,The Woman in Black,2012
715,21,,http://www.filmweb.pl/film/21-2008-253995,2008,73,60066,514,0000023100,170862,68,21,2008
716,Po prostu walcz!,Never Back Down,http://www.filmweb.pl/film/Po+prostu+walcz%21-2008-443860,2008,73,60452,45944,0000012101,69027,66,Never Back Down,2008
717,Casablanca,,http://www.filmweb.pl/Casablanca,1942,79,60648,11323,0000001223,325302,86,Casablanca,1942
718,101 dalmatyńczyków,101 Dalmatians,http://www.filmweb.pl/film/101+dalmaty%C5%84czyk%C3%B3w-1996-633,1996,64,60760,214,0001221000,61306,56,101 Dalmatians,1996
719,Sam,I Am Sam,http://www.filmweb.pl/film/Sam-2001-32021,2001,79,59103,29419,0000002211,108979,76,I Am Sam,2001
720,Człowiek w żelaznej masce,The Man in the Iron Mask,http://www.filmweb.pl/film/Cz%C5%82owiek+w+%C5%BCelaznej+masce-1998-31,1998,70,60479,68891,0000122100,105369,64,The Man in the Iron Mask,1998
721,Jack Strong,,http://www.filmweb.pl/film/Jack+Strong-2014-673946,2014,76,59996,31807,0000002211,1392,73,Jack Strong,2014
722,Pokojówka na Manhattanie,Maid in Manhattan,http://www.filmweb.pl/Pokojowka.Na.Manhattanie,2002,59,59844,41188,0001211000,59479,49,Maid in Manhattan,2002
724,Upadek,Falling Down,http://www.filmweb.pl/film/Upadek-1993-11398,1993,77,60007,21521,0000002310,120414,76,Falling Down,1993
725,Baby są jakieś inne,,http://www.filmweb.pl/film/Baby+s%C4%85+jakie%C5%9B+inne-2011-583704,2011,57,60370,6195,0000121100,502,60,Baby sa jakies inne,2011
726,Pamiętnik księżniczki,The Princess Diaries,http://www.filmweb.pl/film/Pami%C4%99tnik+ksi%C4%99%C5%BCniczki-2001-31212,2001,64,59519,70229,0000122100,73767,61,The Princess Diaries,2001
727,Kołysanka,,http://www.filmweb.pl/film/Ko%C5%82ysanka-2010-535786,2010,64,59637,34850,0000121100,542,59,Kolysanka,2010
728,Wichry namiętności,Legends of the Fall,http://www.filmweb.pl/Wichry.Namietnosci,1994,77,59624,38373,0000012211,93838,75,Legends of the Fall,1994
729,Pacific Rim,,http://www.filmweb.pl/film/Pacific+Rim-2013-618823,2013,65,58918,48990,0000012211,300939,70,Pacific Rim,2013
730,Dorian Gray,,http://www.filmweb.pl/film/Dorian+Gray-2009-483446,2009,65,59641,18412,0000122100,44724,63,Dorian Gray,2009
731,Czas surferów,,http://www.filmweb.pl/Czas.Surferow,2005,67,59422,14580,0000122100,514,59,Czas surferów,2005
732,Informator,The Insider,http://www.filmweb.pl/film/Informator-1999-848,1999,74,59845,67577,0000001321,119052,79,The Insider,1999
733,Sucker Punch,,http://www.filmweb.pl/film/Sucker+Punch-2011-501864,2011,62,59308,60953,0000111101,173427,61,Sucker Punch,2011
734,Plac Zbawiciela,,http://www.filmweb.pl/Plac.Zbawiciela,2006,76,58295,50607,0000001211,970,75,Plac Zbawiciela,2006
735,Spadkobiercy,The Descendants,http://www.filmweb.pl/film/Spadkobiercy-2011-537189,2011,67,59731,65475,0000013310,183012,74,The Descendants,2011
736,Niebiańska plaża,The Beach,http://www.filmweb.pl/Niebianska.Plaza,2000,68,58657,63781,0000122100,145605,66,The Beach,2000
737,Musimy porozmawiać o Kevinie,We Need to Talk About Kevin,http://www.filmweb.pl/film/Musimy+porozmawia%C4%87+o+Kevinie-2011-485802,2011,74,59715,78280,0000002310,76363,75,We Need to Talk About Kevin,2011
738,Zaginiony Świat: Jurassic Park,The Lost World: Jurassic Park,http://www.filmweb.pl/film/Zaginiony+%C5%9Awiat%3A+Jurassic+Park-1997-719,1997,70,59122,68604,0000122100,208648,65,The Lost World: Jurassic Park,1997
739,Zakochany kundel,Lady and the Tramp,http://www.filmweb.pl/film/Zakochany+kundel-1955-93644,1955,76,58849,37140,0000013211,59808,74,Lady and the Tramp,1955
740,Resident Evil 2: Apokalipsa,Resident Evil: Apocalypse,http://www.filmweb.pl/Resident.Evil.Apokalipsa,2004,68,59092,53552,0000122100,132605,62,Resident Evil: Apocalypse,2004
741,Bez mojej zgody,My Sister's Keeper,http://www.filmweb.pl/film/Bez+mojej+zgody-2009-463328,2009,78,58205,45088,0000012211,64133,74,My Sister's Keeper,2009
742,Wyznania zakupoholiczki,Confessions of a Shopaholic,http://www.filmweb.pl/film/Wyznania+zakupoholiczki-2009-460220,2009,61,58725,13551,0000121100,53060,58,Confessions of a Shopaholic,2009
743,Koszmar z ulicy Wiązów,A Nightmare on Elm Street,http://www.filmweb.pl/Koszmar.Z.Ulicy.Wiazow,1984,73,58728,1742,0000012211,122175,75,A Nightmare on Elm Street,1984
744,John Carter,,http://www.filmweb.pl/film/John+Carter-2012-124382,2012,66,59257,32647,0000012100,183706,66,John Carter,2012
745,Rocky 2,Rocky II,http://www.filmweb.pl/film/Rocky+2-1979-9191,1979,74,58773,54329,0000013201,103120,71,Rocky II,1979
746,Taxi 3,,http://www.filmweb.pl/3.Taxi,2003,68,58680,62414,0000221000,27007,57,Taxi 3,2003
747,Epoka lodowcowa 4: Wędrówka kontynentów 3D,Ice Age: Continental Drift,http://www.filmweb.pl/film/Epoka+lodowcowa+4%3A+W%C4%99dr%C3%B3wka+kontynent%C3%B3w+3D-2012-568225,2012,70,58776,29917,0000022100,112983,67,Ice Age: Continental Drift,2012
748,"Dobry, zły i brzydki","Il buono, il brutto, il cattivo.",http://www.filmweb.pl/Dobry.Zly.Brzydki,1966,83,58622,30132,0000000124,406936,89,"Il buono, il brutto, il cattivo.",1966
749,"Och, życie",Life as We Know It,http://www.filmweb.pl/film/Och%2C+%C5%BCycie-2010-527141,2010,71,58491,39165,0000122101,74897,65,Life as We Know It,2010
750,Hellboy,,http://www.filmweb.pl/Hellboy,2004,68,58495,27446,0000013100,212952,68,Hellboy,2004
751,Pamięć absolutna,Total Recall,http://www.filmweb.pl/film/Pami%C4%99%C4%87+absolutna-2012-537275,2012,64,59028,74356,0000122100,175648,63,Total Recall,2012
752,Rybki z ferajny,Shark Tale,http://www.filmweb.pl/Rybki.Z.Ferajny,2004,66,58701,57249,0000122000,112113,60,Shark Tale,2004
753,Bez przebaczenia,Unforgiven,http://www.filmweb.pl/Bez.Przebaczenia,1992,80,58729,76254,0000001222,228332,83,Unforgiven,1992
754,Kobiety pragną bardziej,He's Just Not That Into You,http://www.filmweb.pl/film/Kobiety+pragn%C4%85+bardziej-2009-453958,2009,67,58251,27141,0000122100,114245,64,He's Just Not That Into You,2009
755,Kochaj i tańcz,,http://www.filmweb.pl/film/Kochaj+i+ta%C5%84cz-2009-466314,2009,50,57472,34779,1000110101,626,50,Kochaj i tancz,2009
756,Zabójcza broń 2,Lethal Weapon 2,http://www.filmweb.pl/film/Zab%C3%B3jcza+bro%C5%84+2-1989-1309,1989,75,58137,38967,0000013200,108185,72,Lethal Weapon 2,1989
758,"Karol - papież, który pozostał człowiekiem","Karol, un Papa rimasto uomo",http://www.filmweb.pl/Karol.Papiez.Ktory.Pozostal.Czlowiekiem,2006,70,58005,33714,0000012102,499,66,"Karol, un Papa rimasto uomo",2006
759,Max Payne,,http://www.filmweb.pl/film/Max+Payne-2008-234006,2008,59,58179,42202,0001221000,97458,54,Max Payne,2008
760,Adrenalina 2. Pod napięciem,Crank: High Voltage,http://www.filmweb.pl/film/Adrenalina+2.+Pod+napi%C4%99ciem-2009-463637,2009,62,57960,14001,0000122100,90948,62,Crank: High Voltage,2009
761,Azyl,Panic Room,http://www.filmweb.pl/Azyl,2002,71,57447,49184,0000023100,177938,68,Panic Room,2002
762,Giganci ze stali,Real Steel,http://www.filmweb.pl/film/Giganci+ze+stali-2011-180280,2011,69,58304,53059,0000012211,217779,71,Real Steel,2011
763,Last Vegas,,http://www.filmweb.pl/film/Last+Vegas-2013-538720,2013,70,57465,37468,0000023100,85559,67,Last Vegas,2013
764,Sztuka spadania,,http://www.filmweb.pl/Sztuka.Spadania,2004,79,57638,61802,0000001222,2550,79,Sztuka spadania,2004
765,Co się wydarzyło w Madison County,The Bridges of Madison County,http://www.filmweb.pl/film/Co+si%C4%99+wydarzy%C5%82o+w+Madison+County-1995-641,1995,75,57679,64395,0000012211,47240,75,The Bridges of Madison County,1995
766,GoldenEye,,http://www.filmweb.pl/Goldeneye,1995,72,57077,25318,0000013210,171896,72,GoldenEye,1995
768,Bezsenność,Insomnia,http://www.filmweb.pl/Bezsennosc,2002,73,57033,31083,0000013200,188699,72,Insomnia,2002
769,Don Jon,,http://www.filmweb.pl/film/Don+Jon-2013-648179,2013,60,57054,18156,0000023100,151850,67,Don Jon,2013
770,27 sukienek,27 Dresses,http://www.filmweb.pl/27.Sukienek,2008,64,56817,566,0000122100,100680,61,27 Dresses,2008
771,Żelazna Dama,The Iron Lady,http://www.filmweb.pl/film/%C5%BBelazna+Dama-2011-584251,2011,68,57195,67639,0000122100,67833,64,The Iron Lady,2011
772,W chmurach,Up in the Air,http://www.filmweb.pl/film/W+chmurach-2009-475937,2009,70,56126,76420,0000012310,239995,75,Up in the Air,2009
773,Dla niej wszystko,The Next Three Days,http://www.filmweb.pl/film/Dla+niej+wszystko-2010-534779,2010,75,56749,69477,0000013310,125825,74,The Next Three Days,2010
774,Mission: Impossible 2,Mission: Impossible II,http://www.filmweb.pl/film/Mission%3A+Impossible+2-2000-938,2000,64,56746,43518,0000122100,194715,60,Mission: Impossible II,2000
775,Jabłka Adama,Adams æbler,http://www.filmweb.pl/Jablka.Adama,2005,78,56547,2680,0000001321,28711,79,Adams æbler,2005
776,Siedmiu samurajów,Shichinin no samurai,http://www.filmweb.pl/film/Siedmiu+samuraj%C3%B3w-1954-31369,1954,80,56814,57472,0000000123,190951,87,Shichinin no samurai,1954
777,Johnny English,,http://www.filmweb.pl/Johnny.English,2003,66,56332,32701,0000122100,99783,61,Johnny English,2003
778,Wzgórza mają oczy,The Hills Have Eyes,http://www.filmweb.pl/Wzgorza.Maja.Oczy,2006,60,56370,67189,0000122100,111168,64,The Hills Have Eyes,2006
