Miś,,1980,78,250778
Troja,Troy,2004,73,245928
Alicja w Krainie Czarów,Alice in Wonderland,2010,71,245172
Ace Ventura: Psi detektyw,Ace Ventura: Pet Detective,1994,62,247796
Pan życia i śmierci,Lord of War,2005,76,248015
Harry Potter i Kamień Filozoficzny,Harry Potter and the Sorcerer's Stone,2001,74,247633
Piąty element,The Fifth Element,1997,74,247545
Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,86,242969
Hobbit: Niezwykła podróż,The Hobbit: An Unexpected Journey,2012,78,244444
Batman - Początek,Batman Begins,2005,76,245043
Lista Schindlera,Schindler's List,1993,84,242348
Harry Potter i Czara Ognia,Harry Potter and the Goblet of Fire,2005,75,240017
Charlie i fabryka czekolady,Charlie and the Chocolate Factory,2005,71,239388
Testosteron,,2007,59,238838
Harry Potter i więzień Azkabanu,Harry Potter and the Prisoner of Azkaban,2004,76,238592
Pachnidło: Historia mordercy,Perfume: The Story of a Murderer,2006,74,238555
Prestiż,The Prestige,2006,81,236332
Głupi i głupszy,Dumb & Dumber,1994,60,235088
Wywiad z wampirem,Interview with the Vampire: The Vampire Chronicles,1994,78,234523
Helikopter w ogniu,Black Hawk Down,2001,78,232189
Zmierzch,Twilight,2008,56,231580
Transformers,,2007,73,229501
Filadelfia,Philadelphia,1993,79,231007
Czarny łabędź,Black Swan,2010,77,229109
Maska,The Mask,1994,68,227902
Stowarzyszenie Umarłych Poetów,Dead Poets Society,1989,78,227181
Co gryzie Gilberta Grape'a,What's Eating Gilbert Grape,1993,78,225292
Infiltracja,The Departed,2006,80,222058
Uprowadzona,Taken,2008,77,221128
Więzień nienawiści,American History X,1998,82,220809
Iron Man,,2008,76,221070
Wojna światów,War of the Worlds,2005,62,218889
1408,,2007,68,217667
Kac Vegas w Bangkoku,The Hangover Part II,2011,70,216159
Za wszelką cenę,Million Dollar Baby,2004,77,215163
V jak vendetta,V for Vendetta,2005,74,214068
Igrzyska śmierci,The Hunger Games,2012,71,209180
Faceci w czerni,Men in Black,1997,71,212486
Transporter,The Transporter,2002,73,212039
Straszny film,Scary Movie,2000,63,209821
Pamiętnik,The Notebook,2004,81,204928
Sala samobójców,,2011,66,206412
Sin City - Miasto grzechu,Sin City,2005,75,205926
Marzyciel,Finding Neverland,2004,76,204689
Jak zostać królem,The King's Speech,2010,78,202938
"Obcy - 8. pasażer ""Nostromo""",Alien,1979,79,200165
Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,75,200031
"Ja, robot","I, Robot",2004,72,199134
"Opowieści z Narnii: Lew, czarownica i stara szafa","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,70,196912
Poszukiwacze zaginionej Arki,Raiders of the Lost Ark,1981,77,194996
Terminator,The Terminator,1984,73,196117
Wilk z Wall Street,The Wolf of Wall Street,2013,77,194535
Dziennik Bridget Jones,Bridget Jones's Diary,2001,69,195276
Krwawy diament,Blood Diamond,2006,75,195517
Shrek 2,,2004,73,192940
Mgła,The Mist,2007,58,195070
Sekretne okno,Secret Window,2004,71,193992
Jestem Bogiem,Limitless,2011,76,193072
Amelia,Le fabuleux destin d'Amélie Poulain,2001,76,191491
2012,,2009,63,190635
Ostatni samuraj,The Last Samurai,2003,76,189511
Harry Potter i Insygnia Śmierci: Część II,Harry Potter and the Deathly Hallows: Part 2,2011,77,188372
Piraci z Karaibów: Na nieznanych wodach,Pirates of the Caribbean: On Stranger Tides,2011,74,188564
Iluzjonista,The Illusionist,2006,79,188713
Mroczny Rycerz powstaje,The Dark Knight Rises,2012,78,188552
Dziewczyna z tatuażem,The Girl with the Dragon Tattoo,2011,78,188170
Gwiezdne wojny: Część IV - Nowa nadzieja,Star Wars,1977,80,187482
WALL·E,,2008,75,187719
Chłopcy z ferajny,Goodfellas,1990,84,186246
Chłopiec w pasiastej piżamie,The Boy in the Striped Pyjamas,2008,82,184682
Armageddon,,1998,75,186787
Vinci,,2004,71,186834
Apollo 13,,1995,74,186308
Jumanji,,1995,68,184448
Symetria,,2003,78,185268
Szybcy i wściekli,The Fast and the Furious,2001,74,184802
Jak rozpętałem drugą wojnę światową,,1969,79,184374
Labirynt fauna,El Laberinto del fauno,2006,74,183467
Casino Royale,,2006,74,183363
Harry Potter i Zakon Feniksa,Harry Potter and the Order of the Phoenix,2007,74,182258
Skarb narodów,National Treasure,2004,71,181002
Hancock,,2008,70,180227
Sami swoi,,1967,79,179537
Harry Potter i Komnata Tajemnic,Harry Potter and the Chamber of Secrets,2002,73,179724
Poradnik pozytywnego myślenia,Silver Linings Playbook,2012,72,179455
Indiana Jones i ostatnia krucjata,Indiana Jones and the Last Crusade,1989,77,179431
Avengers,The Avengers,2012,75,177197
Joe Black,Meet Joe Black,1998,77,176317
"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,78,178197
Czerwony smok,Red Dragon,2002,75,178159
Deja Vu,,2006,74,176652
Harry Potter i Insygnia Śmierci: Część I,Harry Potter and the Deathly Hallows: Part 1,2010,75,176211
Skyfall,,2012,74,173013
Raport mniejszości,Minority Report,2002,74,175963
Jeździec bez głowy,Sleepy Hollow,1999,75,175604
Sherlock Holmes: Gra cieni,Sherlock Holmes: A Game of Shadows,2011,76,175385
Dzień Niepodległości,Independence Day,1996,73,173851
Ratatuj,Ratatouille,2007,72,173633
Katyń,,2007,68,173645
Ojciec chrzestny II,The Godfather: Part II,1974,85,171197
Constantine,,2005,74,172306
Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,74,169454
Dystrykt 9,District 9,2009,71,171066
Hobbit: Pustkowie Smauga,The Hobbit: The Desolation of Smaug,2013,78,168679
Harry Potter i Książę Półkrwi,Harry Potter and the Half-Blood Prince,2009,74,169624
Dirty Dancing,,1987,74,169287
"Job, czyli ostatnia szara komórka",,2006,60,168937
Przekręt,Snatch.,2000,80,167398
Choć goni nas czas,The Bucket List,2007,76,166579
Matrix Reaktywacja,The Matrix Reloaded,2003,72,165996
12 małp,Twelve Monkeys,1995,76,165979
Wszyscy jesteśmy Chrystusami,,2006,71,165797
Piła,Saw,2004,67,165564
The Ring,,2002,70,164255
Człowiek z blizną,Scarface,1983,83,164101
Gwiezdne wojny: Część V - Imperium kontratakuje,Star Wars: Episode V - The Empire Strikes Back,1980,82,164892
Pasja,The Passion of the Christ,2004,74,164724
Step Up - Taniec zmysłów,Step Up,2006,70,164330
Wojna polsko-ruska,,2009,51,164160
Trainspotting,,1996,78,163826
Ted,,2012,66,163520
To właśnie miłość,Love Actually,2003,77,162344
Sweeney Todd: Demoniczny golibroda z Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,76,162315
Kevin sam w Nowym Jorku,Home Alone 2: Lost in New York,1992,68,160880
Inni,The Others,2001,74,160586
Pearl Harbor,,2001,74,159768
Życie jest piękne,La vita è bella,1997,84,159071
Pojutrze,The Day After Tomorrow,2004,69,160667
A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,73,159760
Gwiezdne wojny: Część VI - Powrót Jedi,Star Wars: Episode VI - Return of the Jedi,1983,82,160631
Poranek kojota,,2001,73,159580
Juno,,2007,68,159732
Tożsamość Bourne'a,The Bourne Identity,2002,77,159257
Szkoła uczuć,A Walk to Remember,2002,76,158704
Legalna blondynka,Legally Blonde,2001,61,158335
Osada,The Village,2004,62,156676
Szklana pułapka,Die Hard,1988,76,156940
Terminal,The Terminal,2004,74,156523
Asterix i Obelix: Misja Kleopatra,Astérix & Obélix: Mission Cléopâtre,2002,72,155991
Skazany na bluesa,,2005,75,155781
Czekolada,Chocolat,2000,75,155404
Obcy - decydujące starcie,Aliens,1986,76,155134
The Social Network,,2010,71,155218
Anioły i demony,Angels & Demons,2009,70,154775
Kill Bill 2,Kill Bill: Vol. 2,2004,74,154480
Iluzja,Now You See Me,2013,74,152394
Wróg u bram,Enemy at the Gates,2001,80,152855
Jestem na tak,Yes Man,2008,70,153384
Eurotrip,EuroTrip,2004,70,152943
Wesele,,2004,75,152271
Oszukać przeznaczenie,Final Destination,2000,67,151017
Mamma Mia!,,2008,65,151192
Donnie Darko,,2001,77,151776
Vicky Cristina Barcelona,,2008,71,151306
Buntownik z wyboru,Good Will Hunting,1997,81,150861
Matrix Rewolucje,The Matrix Revolutions,2003,71,150266
Desperado,,1995,71,150923
Jak wytresować smoka,How to Train Your Dragon,2010,79,150418
Egzorcyzmy Emily Rose,The Exorcism of Emily Rose,2005,71,150363
Next,,2007,70,150264
Gnijąca panna młoda Tima Burtona,Corpse Bride,2005,76,150310
Taksówkarz,Taxi Driver,1976,80,149091
Kiler-ów 2-óch,,1999,72,148436
Batman,,1989,73,148578
Wszystko za życie,Into the Wild,2007,80,148397
Jumper,,2008,68,147703
Poznaj moich rodziców,Meet the Fockers,2004,67,147650
Odlot,Up,2009,74,145740
Ocean's Eleven: Ryzykowna gra,Ocean's Eleven,2001,76,147257
Iron Man 2,,2010,74,146903
W pogoni za szczęściem,The Pursuit of Happyness,2006,82,146146
Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,75,145590
Aviator,The Aviator,2004,67,146171
Znaki,Signs,2002,62,145305
Blow,,2001,79,145610
American Gangster,,2007,78,145174
Grindhouse: Death Proof,Death Proof,2007,71,144139
Dziewiąte wrota,The Ninth Gate,1999,73,141970
"Klik: I robisz, co chcesz",Click,2006,66,140814
Gwiezdne wojny: Część III - Zemsta Sithów,Star Wars: Episode III - Revenge of the Sith,2005,77,140054
Prawo zemsty,Law Abiding Citizen,2009,79,139958
Służące,The Help,2011,81,138313
Wściekłe psy,Reservoir Dogs,1992,80,138004
Drive,,2011,72,138802
Mechaniczna pomarańcza,A Clockwork Orange,1971,80,138700
Parnassus,The Imaginarium of Doctor Parnassus,2009,66,138745
Telefon,Phone Booth,2002,70,138708
13 Dzielnica,Banlieue 13,2004,71,137830
Przerwana lekcja muzyki,"Girl, Interrupted",1999,80,138321
To nie jest kraj dla starych ludzi,No Country for Old Men,2007,75,138507
Epoka lodowcowa 2: Odwilż,Ice Age 2: The Meltdown,2006,72,138289
"Dzień, w którym zatrzymała się Ziemia",The Day the Earth Stood Still,2008,57,137336
Listy do M.,,2011,70,137263
Galerianki,,2009,55,137113
Podaj dalej,Pay It Forward,2000,76,136633
"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,63,136270
Babel,,2006,74,136430
Wrogowie publiczni,Public Enemies,2009,72,135479
Wanted - Ścigani,Wanted,2008,67,136019
Wieczny student,Van Wilder,2002,67,135689
Tajemnica Brokeback Mountain,Brokeback Mountain,2005,73,135551
Equilibrium,,2002,75,135561
Psy,,1992,76,134939
Nie zadzieraj z fryzjerem,You Don't Mess with the Zohan,2008,62,134923
Shrek Trzeci,Shrek the Third,2007,66,134826
"Karol - człowiek, który został papieżem","Karol, un uomo diventato papa",2005,69,134636
Adrenalina,Crank,2006,71,131888
Królestwo niebieskie,Kingdom of Heaven,2005,72,130597
Drogówka,,2013,72,130981
Jesteś Bogiem,,2012,69,130861
Memento,,2000,76,130970
Gra,The Game,1997,79,130519
Mumia,The Mummy,1999,68,130286
Wyznania gejszy,Memoirs of a Geisha,2005,77,129297
Silent Hill,,2006,67,129155
Apocalypto,,2006,72,128981
Wyspa,The Island,2005,71,129095
Sok z żuka,Beetle Juice,1988,72,128988
Tylko mnie kochaj,,2006,58,129000
Ghost Rider,,2007,64,128375
Transformers: Zemsta upadłych,Transformers: Revenge of the Fallen,2009,72,127049
O północy w Paryżu,Midnight in Paris,2011,71,126661
Lektor,The Reader,2008,78,126182
Thor,,2011,68,125999
Kolekcjoner kości,The Bone Collector,1999,75,125909
Iron Man 3,,2013,74,124109
Cube,,1997,70,125190
Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,74,124819
Narzeczony mimo woli,The Proposal,2009,71,125013
Człowiek w ogniu,Man on Fire,2004,80,124179
Miasto gniewu,Crash,2004,77,123685
Miasto Boga,Cidade de Deus,2002,80,123876
Ultimatum Bourne'a,The Bourne Ultimatum,2007,78,123618
Dom zły,,2009,74,123454
Predator,,1987,73,123257
Nigdy w życiu!,,2004,62,122892
Żywot Briana,Life of Brian,1979,80,122207
Imię róży,Der Name der Rose,1986,78,122239
Rocky,,1976,77,122254
Czas Apokalipsy,Apocalypse Now,1979,82,121918
Turysta,The Tourist,2010,66,121782
Atlas chmur,Cloud Atlas,2012,71,121607
Las Vegas Parano,Fear and Loathing in Las Vegas,1998,76,120438
X-Men 2,X2,2003,72,120471
8 Mila,8 Mile,2002,72,119976
To tylko seks,Friends with Benefits,2011,68,120459
Misery,,1990,76,120452
60 sekund,Gone in Sixty Seconds,2000,74,119468
Terminator: Ocalenie,Terminator Salvation,2009,66,118965
Wielki Gatsby,The Great Gatsby,2013,73,117062
"Saga ""Zmierzch"": Księżyc w nowiu",The Twilight Saga: New Moon,2009,56,118731
Underworld,,2003,73,118375
Łowca androidów,Blade Runner,1982,77,116966
Kod nieśmiertelności,Source Code,2011,74,117605
Madagaskar 2,Madagascar: Escape 2 Africa,2008,72,116712
"Kocha, lubi, szanuje","Crazy, Stupid, Love.",2011,74,117179
Grawitacja,Gravity,2013,68,116821
Gdzie jest Nemo?,Finding Nemo,2003,71,116939
Gangi Nowego Jorku,Gangs of New York,2002,71,116955
Od zmierzchu do świtu,From Dusk Till Dawn,1996,72,116751
[Rec],,2007,65,116848
Święci z Bostonu,The Boondock Saints,1999,79,116545
Szybcy i wściekli: Tokio Drift,The Fast and the Furious: Tokyo Drift,2006,71,116332
Bad Boys,,1995,75,116157
Powrót do przyszłości II,Back to the Future Part II,1989,75,114012
Pretty Woman,,1990,74,115007
Notting Hill,,1999,71,114974
Van Helsing,,2004,69,114798
Projekt X,Project X,2012,65,114404
Oszukana,Changeling,2008,78,112525
Toy Story,,1995,74,113828
Sierociniec,El Orfanato,2007,70,112757
Ojciec chrzestny III,The Godfather: Part III,1990,81,112819
Masz wiadomość,You've Got Mail,1998,68,113556
Młodzi gniewni,Dangerous Minds,1995,74,113541
X-Men,,2000,73,112819
Holiday,The Holiday,2006,73,105922
Prometeusz,Prometheus,2012,63,113223
P.S. Kocham cię,P.S. I Love You,2007,75,111605
Książę Persji: Piaski czasu,Prince of Persia: The Sands of Time,2010,70,111856
Katedra,,2002,80,112454
Robin Hood: Książę złodziei,Robin Hood: Prince of Thieves,1991,72,112271
Resident Evil,,2002,71,111054
Rzeka tajemnic,Mystic River,2003,78,111309
"Za szybcy, za wściekli",2 Fast 2 Furious,2003,73,111152
X-Men Geneza: Wolverine,X-Men Origins: Wolverine,2009,73,109190
Szkoła uwodzenia,Cruel Intentions,1999,67,110332
Rain Man,,1988,81,109005
50 pierwszych randek,50 First Dates,2004,69,109603
Miasto aniołów,City of Angels,1998,76,109144
Salt,,2010,65,105881
Niezniszczalni,The Expendables,2010,67,108971
Dług,,1999,78,108931
007 Quantum of Solace,Quantum of Solace,2008,68,107531
Gwiezdny pył,Stardust,2007,73,106901
Zodiak,Zodiac,2007,70,106467
21 gramów,21 Grams,2003,77,107671
X-Men: Pierwsza klasa,X-Men: First Class,2011,73,106533
Drakula,Dracula,1992,76,107418
Monty Python i Święty Graal,Monty Python and the Holy Grail,1975,81,105882
Vabank,,1981,77,106500
King Kong,,2005,65,105542
Potwory i spółka,"Monsters, Inc.",2001,75,106255
Millerowie,We're the Millers,2013,72,105987
Nic śmiesznego,,1995,74,105757
Romeo i Julia,Romeo + Juliet,1996,69,105655
Kapitan Phillips,Captain Phillips,2013,78,105185
Powrót do przyszłości III,Back to the Future Part III,1990,74,104088
Zaplątani,Tangled,2010,77,105060
Kasyno,Casino,1995,81,103500
Rambo: Pierwsza krew,First Blood,1982,73,104883
"Saga ""Zmierzch"": Zaćmienie",The Twilight Saga: Eclipse,2010,58,104832
Wyścig z czasem,In Time,2011,71,104754
Uwierz w ducha,Ghost,1990,74,103846
Między słowami,Lost in Translation,2003,74,102376
"Poszukiwany, poszukiwana",,1972,75,103058
Dwunastu gniewnych ludzi,12 Angry Men,1957,87,102109
Speed: Niebezpieczna prędkość,Speed,1994,67,102693
Patriota,The Patriot,2000,75,102579
Billy Elliot,,2000,76,102733
Transformers 3,Transformers: Dark of the Moon,2011,71,102086
Mroczne cienie,Dark Shadows,2012,67,101712
Szybcy i wściekli 5,Fast Five,2011,75,101653
Krucjata Bourne'a,The Bourne Supremacy,2004,77,101480
Indiana Jones i Świątynia Zagłady,Indiana Jones and the Temple of Doom,1984,76,100916
Zakochana złośnica,10 Things I Hate About You,1999,71,100491
Marsjanie atakują!,Mars Attacks!,1996,54,100458
Szklana pułapka 4.0,Live Free or Die Hard,2007,70,99917
E.T.,E.T.: The Extra-Terrestrial,1982,71,100374
Zanim odejdą wody,Due Date,2010,67,99264
Obecność,The Conjuring,2013,74,99397
American Psycho,,2000,72,99472
Aleksander,Alexander,2004,63,98892
Zapowiedź,Knowing,2009,67,98437
Wciąż ją kocham,Dear John,2010,73,96835
Spider-Man 2,,2004,67,98487
Starsza pani musi zniknąć,Duplex,2003,66,97954
Szybko i wściekle,Fast & Furious,2009,74,97219
Piękna i Bestia,Beauty and the Beast,1991,76,97206
Cztery pokoje,Four Rooms,1995,76,98227
American Pie: Zjazd absolwentów,American Reunion,2012,69,98196
Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,73,98284
Sens życia wg Monty Pythona,The Meaning of Life,1983,80,98166
Pocahontas,,1995,75,97638
Fanatyk,The Believer,2001,74,97589
World War Z,,2013,67,97193
Full Metal Jacket,,1987,81,97560
Taxi,,1998,71,97247
Lepiej późno niż później,Something's Gotta Give,2003,70,96339
Kraina lodu,Frozen,2013,78,87611
Duma i uprzedzenie,Pride & Prejudice,2005,78,96568
John Q.,John Q,2002,75,96387
Labirynt,Prisoners,2013,78,91471
Zapaśnik,The Wrestler,2008,71,96119
Bridget Jones: W pogoni za rozumem,Bridget Jones: The Edge of Reason,2004,69,95797
X-Men: Ostatni bastion,X-Men: The Last Stand,2006,72,95265
Toy Story 3,,2010,72,94578
American Pie 2,,2001,68,95644
Rejs,,1970,76,95290
Kac Vegas III,The Hangover Part III,2013,61,95018
Moulin Rouge!,,2001,73,94970
Ocean's Twelve: Dogrywka,Ocean's Twelve,2004,72,94950
Pi,,1998,74,94616
Gorączka,Heat,1995,81,94563
Indiana Jones i Królestwo Kryształowej Czaszki,Indiana Jones and the Kingdom of the Crystal Skull,2008,66,92892
Śniadanie u Tiffany'ego,Breakfast at Tiffany's,1961,79,93485
Księga ocalenia,The Book of Eli,2010,70,92201
Dzień świstaka,Groundhog Day,1993,72,93277
Kosmiczny mecz,Space Jam,1996,69,93266
Shrek Forever,Shrek Forever After,2010,66,91947
Ace Ventura: Zew natury,Ace Ventura: When Nature Calls,1995,66,92857
Jeden dzień,One Day,2011,76,90935
Numer 23,The Number 23,2007,70,92611
500 dni miłości,(500) Days of Summer,2009,73,92446
Paranormal Activity,,2007,63,91468
Step Up 2,Step Up 2: The Streets,2008,68,92370
Operacja Argo,Argo,2012,73,91540
Noc w muzeum,Night at the Museum,2006,63,92262
Death Race: Wyścig śmierci,Death Race,2008,69,91396
Pani Doubtfire,Mrs. Doubtfire,1993,69,91613
Ogniem i mieczem,,1999,68,89987
Niesamowity Spider-Man,The Amazing Spider-Man,2012,68,90524
Siedem lat w Tybecie,Seven Years in Tibet,1997,75,90987
2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,77,90782
Pokłosie,,2012,75,90446
Vanilla Sky,,2001,73,90606
Dyktator,The Dictator,2012,64,90155
"Saga ""Zmierzch"": Przed świtem. Część 1",The Twilight Saga: Breaking Dawn - Part 1,2011,57,88868
Dziecko Rosemary,Rosemary's Baby,1968,77,89026
I że cię nie opuszczę,The Vow,2012,73,88276
Nie ma mocnych,,1974,77,89961
American Pie: Wesele,American Wedding,2003,67,89822
Królewna Śnieżka i Łowca,Snow White and the Huntsman,2012,63,89828
Captain America: Pierwsze starcie,Captain America: The First Avenger,2011,65,89721
E=mc²,,2002,62,88201
Mr. Nobody,,2009,74,88947
Faceci w czerni II,Men in Black II,2002,68,89720
Egzorcysta,The Exorcist,1973,76,88886
Twierdza,The Rock,1996,75,89561
Spider-Man 3,,2007,67,88739
Plan doskonały,Inside Man,2006,77,86538
Starcie tytanów,Clash of the Titans,2010,64,88348
Nagi instynkt,Basic Instinct,1992,71,88043
Pluton,Platoon,1986,82,88572
Uśpieni,Sleepers,1996,80,88127
Kung Fu Panda,,2008,71,87083
Skarb narodów: Księga tajemnic,National Treasure: Book of Secrets,2007,70,87519
Ocean's 13,Ocean's Thirteen,2007,73,86575
Łowca jeleni,The Deer Hunter,1978,81,86899
Kariera Nikosia Dyzmy,,2002,66,86112
"Kłamca, kłamca",Liar Liar,1997,68,87270
Robin Hood,,2010,70,86165
Witaj w klubie,Dallas Buyers Club,2013,78,86731
Mechanik,El Maquinista,2004,77,86667
Epoka lodowcowa 3: Era dinozaurów,Ice Age: Dawn of the Dinosaurs,2009,70,85728
Zabójcza broń,Lethal Weapon,1987,76,85738
Donnie Brasco,,1997,79,86786
Uczeń czarnoksiężnika,The Sorcerer's Apprentice,2010,65,85557
Łatwa dziewczyna,Easy A,2010,66,84675
Życie Pi 3D,Life of Pi,2012,72,86373
Oszukać przeznaczenie 2,Final Destination 2,2003,66,85524
Róża,,2011,79,86079
Dom nad jeziorem,The Lake House,2006,73,85311
Star Trek,,2009,69,85534
Thor: Mroczny świat,Thor: The Dark World,2013,71,83577
Niezniszczalni 2,The Expendables 2,2012,70,85308
Jak stracić chłopaka w 10 dni,How to Lose a Guy in 10 Days,2003,69,84165
Maczeta,Machete,2010,65,84536
Włoska robota,The Italian Job,2003,74,82160
Poznaj mojego tatę,Meet the Parents,2000,70,84207
Blair Witch Project,The Blair Witch Project,1999,65,83215
Autor widmo,The Ghost Writer,2010,73,83419
21 Jump Street,,2012,69,82293
Czego pragną kobiety,What Women Want,2000,68,82849
Big Lebowski,The Big Lebowski,1998,75,82301
Red,,2010,71,82518
Polowanie na Czerwony Październik,The Hunt for Red October,1990,77,82540
Dziewczyna z sąsiedztwa,The Girl Next Door,2004,67,82432
Blade - Wieczny łowca,Blade,1998,71,82372
Lot,Flight,2012,74,83120
Psychoza,Psycho,1960,81,82892
Brzydka prawda,The Ugly Truth,2009,71,81549
Niemożliwe,Lo Imposible,2012,74,82441
Szybcy i wściekli 6,Furious 6,2013,74,81545
Zombieland,,2009,69,81003
Czas na miłość,About Time,2013,77,81715
Znachor,,1981,76,82202
Transporter 2,,2005,71,81442
Droga do szczęścia,Revolutionary Road,2008,72,81352
xXx,,2002,67,81598
Godziny,The Hours,2002,72,81477
Faceci w czerni 3,Men in Black 3,2012,68,81596
Kick-Ass,,2010,66,80580
Żona na niby,Just Go with It,2011,69,81113
Kogel-mogel,,1988,72,81116
Wielki błękit,Le grand bleu,1988,75,81189
Hitch: Najlepszy doradca przeciętnego faceta,Hitch,2005,70,80314
Przebudzenie,Awake,2007,71,80583
Pan Tadeusz,,1999,62,80728
Ze śmiercią jej do twarzy,Death Becomes Her,1992,68,80745
Ścigany,The Fugitive,1993,76,80586
American Hustle,,2013,68,80224
Opowieści z Narnii: Książę Kaspian,The Chronicles of Narnia: Prince Caspian,2008,69,78847
Kroniki Riddicka,The Chronicles of Riddick,2004,74,79572
Straszny film 2,Scary Movie 2,2001,63,79540
Szklana pułapka 3,Die Hard: With a Vengeance,1995,74,79183
Szklana pułapka 2,Die Hard 2,1990,74,79106
Miss Agent,Miss Congeniality,2000,63,78912
Twój na zawsze,Remember Me,2010,75,78560
Sex Story,No Strings Attached,2011,65,78553
Słaby punkt,Fracture,2007,77,76766
Grand Budapest Hotel,The Grand Budapest Hotel,2014,78,77383
Mulan,,1998,76,78599
Wyścig szczurów,Rat Race,2001,66,77990
Wyścig,Rush,2013,80,74581
Niepamięć,Oblivion,2013,67,78351
127 godzin,127 Hours,2010,72,77428
Rytuał,The Rite,2011,68,78043
"Saga ""Zmierzch"": Przed świtem. Część 2",The Twilight Saga: Breaking Dawn - Part 2,2012,61,77895
Szefowie wrogowie,Horrible Bosses,2011,66,77526
Jestem numerem cztery,I Am Number Four,2011,64,77433
Rzeź,Carnage,2011,71,77190
Mission: Impossible,,1996,71,76812
